CustomerID,CustomerStatus,Country,Units,Spent,Order_Count
12817-AUT,One time,Austria,53,166.04,1
12818-AUT,One time,Austria,929,1542.08,1
12820-UK,Return,United Kingdom,722,942.34,4
12821-UK,One time,United Kingdom,70,92.72,1
12822-UK,New,United Kingdom,550,948.88,2
12823-UK,Regular,United Kingdom,230,1759.5,5
12824-UK,One time,United Kingdom,232,397.12,1
12826-UK,Regular,United Kingdom,1058,1474.72,7
12827-UK,Regular,United Kingdom,197,430.15,3
12828-UK,Regular,United Kingdom,494,1018.71,6
12829-UK,New,United Kingdom,376,293,2
12830-UK,Return,United Kingdom,9848,6814.64,6
12831-UK,One time,United Kingdom,135,215.05,1
12832-UK,New,United Kingdom,195,383.03,2
12833-UK,One time,United Kingdom,156,417.38,1
12834-UK,One time,United Kingdom,110,312.38,1
12836-UK,Return,United Kingdom,1064,2612.86,4
12837-UK,One time,United Kingdom,24,134.1,1
12838-UK,New,United Kingdom,359,683.13,2
12839-UK,Regular,United Kingdom,3807,5591.42,14
12840-UK,Regular,United Kingdom,1511,2726.77,4
12841-UK,Regular,United Kingdom,2757,4022.35,25
12842-UK,New,United Kingdom,547,1118.99,2
12843-UK,Regular,United Kingdom,781,1702.26,8
12844-UK,New,United Kingdom,125,325.96,2
12845-UK,Return,United Kingdom,204,354.09,4
12847-UK,One time,United Kingdom,909,871.54,1
12849-UK,New,United Kingdom,623,1050.89,2
12851-UK,One time,United Kingdom,109,135.18,1
12852-UK,One time,United Kingdom,149,311.55,1
12853-UK,Return,United Kingdom,800,1957.1,6
12854-UK,Return,United Kingdom,627,1324.5,3
12855-UK,One time,United Kingdom,30,38.1,1
12856-UK,Regular,United Kingdom,1079,2179.93,6
12857-UK,New,United Kingdom,343,1106.4,2
12863-UK,One time,United Kingdom,188,521.2,1
12864-UK,One time,United Kingdom,216,147.12,1
12865-AUT,New,Austria,925,1568.23,2
12866-BELG,One time,Belgium,171,559.12,1
12867-UK,Regular,United Kingdom,4298,4036.82,7
12868-UK,Regular,United Kingdom,928,1607.06,6
12871-UK,New,United Kingdom,200,380.64,2
12872-UK,New,United Kingdom,319,599.97,2
12873-UK,One time,United Kingdom,128,374,1
12875-UK,New,United Kingdom,2019,343.23,2
12876-BELG,New,Belgium,1941,2218.02,2
12877-UK,Regular,United Kingdom,1178,1535.77,12
12878-UK,New,United Kingdom,547,854.99,2
12879-UK,Return,United Kingdom,370,573.22,3
12881-UK,One time,United Kingdom,21,298,1
12882-UK,New,United Kingdom,246,1463.04,2
12883-UK,Return,United Kingdom,196,703.47,4
12884-UK,One time,United Kingdom,43,309.05,1
12885-UK,Return,United Kingdom,655,1175.22,3
12886-UK,New,United Kingdom,770,1378.4,2
12888-UK,New,United Kingdom,76,354.12,2
12890-UK,One time,United Kingdom,259,380.47,1
12891-UK,Return,United Kingdom,950,331,3
12893-UK,One time,United Kingdom,96,188.14,1
12895-UK,New,United Kingdom,210,372.8,2
12897-UK,New,United Kingdom,110,216.5,2
12901-UK,Regular,United Kingdom,23075,17654.54,28
12902-UK,One time,United Kingdom,66,138.68,1
12904-UK,New,United Kingdom,302,509.58,2
12906-UK,Return,United Kingdom,1749,2919.81,5
12908-UK,New,United Kingdom,1200,750,2
12909-UK,Return,United Kingdom,1280,2178.67,5
12910-UK,Regular,United Kingdom,1692,3075.04,8
12912-UK,Regular,United Kingdom,670,1662.3,5
12913-UK,Regular,United Kingdom,1419,2483.63,5
12915-UK,New,United Kingdom,93,363.65,2
12916-UK,Return,United Kingdom,1119,3006.15,4
12917-UK,One time,United Kingdom,120,594,1
12919-UK,Regular,United Kingdom,673,1335.19,6
12920-UK,One time,United Kingdom,129,164.23,1
12921-UK,Regular,United Kingdom,9526,16587.09,37
12922-UK,One time,United Kingdom,370,405.38,1
12923-UK,One time,United Kingdom,69,176.97,1
12924-UK,Return,United Kingdom,481,933.7,4
12925-UK,New,United Kingdom,541,694.05,2
12928-UK,Return,United Kingdom,1472,2062.7,5
12929-UK,One time,United Kingdom,37,117.85,1
12930-UK,New,United Kingdom,252,415.8,2
12931-UK,Regular,United Kingdom,28004,42055.96,15
12933-UK,Return,United Kingdom,499,607.53,3
12935-UK,Regular,United Kingdom,1853,2160.7,7
12936-UK,Return,United Kingdom,559,1063.9,4
12937-UK,Return,United Kingdom,1007,1504.27,4
12938-UK,One time,United Kingdom,140,114.14,1
12939-UK,Regular,United Kingdom,4876,11581.8,8
12940-UK,New,United Kingdom,411,913.54,2
12942-UK,Return,United Kingdom,203,683.9,3
12944-UK,New,United Kingdom,289,604.51,2
12945-UK,One time,United Kingdom,165,462.95,1
12947-UK,Regular,United Kingdom,1165,1603.99,6
12948-UK,Return,United Kingdom,1080,2064.95,7
12949-UK,Return,United Kingdom,2381,4167.22,8
12950-UK,Return,United Kingdom,1380,1843,3
12951-UK,Regular,United Kingdom,503,1064.07,6
12952-UK,Return,United Kingdom,653,1387.79,4
12953-UK,One time,United Kingdom,84,329.85,1
12955-UK,Regular,United Kingdom,3664,4757.16,11
12956-UK,One time,United Kingdom,34,108.07,1
12957-UK,Return,United Kingdom,2549,4017.54,8
12962-UK,New,United Kingdom,129,266.39,2
12963-UK,Regular,United Kingdom,881,1856.63,8
12965-UK,One time,United Kingdom,283,771.91,1
12966-UK,One time,United Kingdom,75,160.18,1
12967-UK,New,United Kingdom,438,1660.9,2
12968-UK,One time,United Kingdom,73,135.95,1
12970-UK,Return,United Kingdom,310,452.24,4
12971-UK,Regular,United Kingdom,9289,11189.91,86
12974-UK,One time,United Kingdom,24,144.8,1
12976-UK,One time,United Kingdom,561,738.6,1
12977-UK,One time,United Kingdom,12,39.24,1
12980-UK,Regular,United Kingdom,886,7374.9,9
12981-UK,New,United Kingdom,242,372.22,2
12982-UK,One time,United Kingdom,288,390.54,1
12984-UK,One time,United Kingdom,26,97.5,1
12985-UK,New,United Kingdom,1533,1239.38,2
12987-UK,New,United Kingdom,219,558.7,2
12988-UK,One time,United Kingdom,136,535.32,1
12989-UK,Regular,United Kingdom,2943,6924.11,15
12990-UK,Return,United Kingdom,200,409.5,3
12991-UK,New,United Kingdom,405,503.76,2
12993-UK,Return,United Kingdom,240,414.76,4
12994-UK,Return,United Kingdom,459,974.42,3
12995-UK,One time,United Kingdom,108,211.32,1
12997-UK,Return,United Kingdom,664,1226.89,4
12999-UK,Return,United Kingdom,342,455.88,3
13000-UK,Return,United Kingdom,379,534.85,3
13001-UK,Regular,United Kingdom,5505,9818.82,13
13002-UK,One time,United Kingdom,73,120.95,1
13003-UK,Return,United Kingdom,103,149.05,3
13004-UK,Regular,United Kingdom,4822,5655.91,18
13005-UK,New,United Kingdom,172,513.7,2
13006-UK,One time,United Kingdom,55,81.57,1
13008-UK,One time,United Kingdom,175,229.47,1
13011-UK,One time,United Kingdom,13,50.55,1
13012-UK,Return,United Kingdom,824,1661.84,8
13013-UK,Regular,United Kingdom,2224,4810.94,13
13014-UK,Regular,United Kingdom,907,3466.28,10
13015-UK,Return,United Kingdom,1617,3346.28,5
13016-UK,Return,United Kingdom,527,789.89,3
13017-UK,One time,United Kingdom,48,204,1
13018-UK,Regular,United Kingdom,5435,7277.7,28
13021-UK,Regular,United Kingdom,1352,2616.38,9
13023-UK,New,United Kingdom,286,689.9,2
13026-UK,Return,United Kingdom,1620,975.36,5
13027-UK,Regular,United Kingdom,17280,6912,6
13028-UK,New,United Kingdom,798,661.32,2
13029-UK,Return,United Kingdom,134,1247.5,3
13030-UK,New,United Kingdom,394,799.48,2
13032-UK,New,United Kingdom,375,1010.18,2
13033-UK,One time,United Kingdom,83,190.55,1
13034-UK,New,United Kingdom,369,642.77,2
13035-UK,New,United Kingdom,644,921.88,2
13037-UK,Return,United Kingdom,431,881.07,3
13038-UK,Return,United Kingdom,360,908.46,3
13040-UK,New,United Kingdom,355,676.99,2
13043-UK,One time,United Kingdom,254,516.42,1
13044-UK,One time,United Kingdom,429,560.47,1
13045-UK,One time,United Kingdom,221,305.28,1
13046-UK,New,United Kingdom,264,629.31,2
13047-UK,Regular,United Kingdom,1391,3237.54,10
13048-UK,Return,United Kingdom,1238,1835.91,4
13049-UK,New,United Kingdom,268,656.68,2
13050-UK,Regular,United Kingdom,3748,5836.86,17
13052-UK,One time,United Kingdom,222,348.15,1
13055-UK,Return,United Kingdom,894,1214.41,3
13058-UK,Return,United Kingdom,52,271.4,3
13059-UK,One time,United Kingdom,35,183.4,1
13060-UK,One time,United Kingdom,123,307.53,1
13061-UK,One time,United Kingdom,107,248.61,1
13062-UK,One time,United Kingdom,343,346.98,1
13064-UK,Return,United Kingdom,516,1119.49,4
13065-UK,One time,United Kingdom,74,205.86,1
13066-UK,New,United Kingdom,322,470.8,2
13067-UK,One time,United Kingdom,32,115.46,1
13068-UK,New,United Kingdom,200,344,2
13069-UK,Regular,United Kingdom,5885,4436.12,24
13070-UK,One time,United Kingdom,110,228.8,1
13072-UK,One time,United Kingdom,69,177.15,1
13075-UK,One time,United Kingdom,485,919.61,1
13077-UK,Return,United Kingdom,863,729.27,4
13078-UK,Regular,United Kingdom,5630,12627.94,26
13079-UK,Return,United Kingdom,62,220.1,5
13080-UK,One time,United Kingdom,120,58.08,1
13081-UK,Regular,United Kingdom,19160,28337.38,11
13082-UK,Regular,United Kingdom,4324,3613.63,9
13083-UK,New,United Kingdom,187,303.75,2
13085-UK,New,United Kingdom,216,416.08,2
13089-UK,Regular,United Kingdom,31070,58825.83,97
13090-UK,Regular,United Kingdom,2263,8910.82,14
13091-UK,One time,United Kingdom,466,345.82,1
13092-UK,Regular,United Kingdom,279,477.83,5
13093-UK,Regular,United Kingdom,3961,7832.47,8
13094-UK,Regular,United Kingdom,1716,1927.32,12
13095-UK,One time,United Kingdom,144,74.4,1
13097-UK,Regular,United Kingdom,2363,6010.42,10
13098-UK,Regular,United Kingdom,15968,28882.44,28
13099-UK,One time,United Kingdom,288,207.36,1
13101-UK,One time,United Kingdom,113,101.19,1
13102-UK,Regular,United Kingdom,4204,6424.09,24
13103-UK,One time,United Kingdom,82,243.94,1
13104-UK,Return,United Kingdom,504,1098.48,6
13106-UK,One time,United Kingdom,18,76.5,1
13107-UK,Return,United Kingdom,1293,1531.62,4
13108-UK,One time,United Kingdom,298,350.06,1
13109-UK,New,United Kingdom,520,786.54,2
13110-UK,Regular,United Kingdom,388,1488.67,7
13113-UK,Regular,United Kingdom,3050,12245.96,24
13115-UK,Return,United Kingdom,1567,2294.78,4
13116-UK,One time,United Kingdom,291,501.14,1
13117-UK,Regular,United Kingdom,945,984.91,8
13118-UK,Return,United Kingdom,410,1197.81,5
